0.0 0.0 0 0 0 0 0
0.0002 423531.87224 0 0 0 0 0
0.0004 4233720.0 0 0 0 0 0
0.0006 14824100.0 0 0 0 0 0
0.0008 25249700.0 0 0 0 0 0
0.001 39717000.0 0 0 0 0 0
0.0012 56771300.0 0 0 0 0 0
0.0014 76355700.0 0 0 0 0 0
0.0016 98412800.0 0 0 0 0 0
0.0018 124166000.0 0 0 0 0 0
0.002 152178000.0 0 0 0 0 0
0.0022 182418000.0 0 0 0 0 0
0.0024 214857000.0 0 0 0 0 0
0.0026 250315000.0 0 0 0 0 0
0.0028 287630000.0 0 0 0 0 0
0.003 326759000.0 0 0 0 0 0
0.0032 218330000.0 0 0 0 0 0
0.0034 244192000.0 0 0 0 0 0
0.0036 271040000.0 0 0 0 0 0
0.0038 298770000.0 0 0 0 0 0
0.004 327279000.0 0 0 0 0 0
0.0042 356959000.0 0 0 0 0 0
0.0044 387325000.0 0 0 0 0 0
0.0046 418335000.0 0 0 0 0 0
0.0048 449951000.0 0 0 0 0 0
0.005 482451000.0 0 0 0 0 0
0.0052 515450000.0 0 0 0 0 0
0.0054 548987000.0 0 0 0 0 0
0.0056 583101000.0 0 0 0 0 0
0.0058 618018000.0 0 0 0 0 0
0.006 653540000.0 0 0 0 0 0
0.0062 689683000.0 0 0 0 0 0
0.0064 726462000.0 0 0 0 0 0
0.0066 764307000.0 0 0 0 0 0
0.0068 802763000.0 0 0 0 0 0
0.007 841881000.0 0 0 0 0 0
0.0072 881712000.0 0 0 0 0 0
0.0074 922378000.0 0 0 0 0 0
0.0076 963421000.0 0 0 0 0 0
0.0078 1004760000.0 0 0 0 0 0
0.008 1046310000.0 0 0 0 0 0
0.0082 1087610000.0 0 0 0 0 0
0.0084 1128440000.0 0 0 0 0 0
0.0086 1168580000.0 0 0 0 0 0
0.0088 1207820000.0 0 0 0 0 0
0.009 1245100000.0 0 0 0 0 0
0.0092 1280630000.0 0 0 0 0 0
0.0094 1314260000.0 0 0 0 0 0
0.0096 1345850000.0 0 0 0 0 0
0.0098 1373900000.0 0 0 0 0 0
0.01 1399350000.0 0 0 0 0 0
0.0102 1422160000.0 0 0 0 0 0
0.0104 1442310000.0 0 0 0 0 0
0.0106 1458360000.0 0 0 0 0 0
0.0108 1710010000.0 0 0 0 0 0
0.011 1703540000.0 0 0 0 0 0
0.0112 1694720000.0 0 0 0 0 0
0.0114 1682650000.0 0 0 0 0 0
0.0116 1668660000.0 0 0 0 0 0
0.0118 1652860000.0 0 0 0 0 0
0.012 1635390000.0 0 0 0 0 0
0.0122 1615850000.0 0 0 0 0 0
0.0124 1595130000.0 0 0 0 0 0
0.0126 1573350000.0 0 0 0 0 0
0.0128 1550630000.0 0 0 0 0 0
0.013 1526900000.0 0 0 0 0 0
0.0132 1502630000.0 0 0 0 0 0
0.0134 1477930000.0 0 0 0 0 0
0.0136 1452880000.0 0 0 0 0 0
0.0138 1427590000.0 0 0 0 0 0
0.014 1402250000.0 0 0 0 0 0
0.0142 1376910000.0 0 0 0 0 0
0.0144 1351610000.0 0 0 0 0 0
0.0146 1326480000.0 0 0 0 0 0
0.0148 1301580000.0 0 0 0 0 0
0.015 1276920000.0 0 0 0 0 0
0.0152 1252490000.0 0 0 0 0 0
0.0154 1228560000.0 0 0 0 0 0
0.0156 1204950000.0 0 0 0 0 0
0.0158 1181670000.0 0 0 0 0 0
0.016 1158690000.0 0 0 0 0 0
0.0162 1136360000.0 0 0 0 0 0
0.0164 1114330000.0 0 0 0 0 0
0.0166 1092660000.0 0 0 0 0 0
0.0168 1071360000.0 0 0 0 0 0
0.017 1050630000.0 0 0 0 0 0
0.0172 1030200000.0 0 0 0 0 0
0.0174 1010080000.0 0 0 0 0 0
0.0176 990322000.0 0 0 0 0 0
0.0178 971127000.0 0 0 0 0 0
0.018 952206000.0 0 0 0 0 0
0.0182 933565000.0 0 0 0 0 0
0.0184 915210000.0 0 0 0 0 0
